LOCATION,TIME,Value
GBR,2020-Q3,74.92329
GBR,2020-Q4,74.57873
GBR,2021-Q1,74.67038
GBR,2021-Q2,75.01875
GBR,2021-Q3,75.33553
GBR,2021-Q4,75.4696
GBR,2022-Q1,75.62624
GBR,2022-Q2,75.51773
GBR,2022-Q3,75.47619
GBR,2022-Q4,75.62912
GBR,2023-Q1,75.87716
GBR,2023-Q2,75.7
GBR,2023-Q3,75.7
USA,1977-Q1,64.73328
USA,1977-Q2,65.29388
USA,1977-Q3,65.55287
USA,1977-Q4,66.08773
USA,1978-Q1,66.48787
USA,1978-Q2,67.0625
USA,1978-Q3,67.25947
USA,1978-Q4,67.6714
USA,1979-Q1,67.86643
USA,1979-Q2,67.76363
USA,1979-Q3,67.97566
USA,1979-Q4,68.07979
USA,1980-Q1,67.86449
USA,1980-Q2,67.08755
USA,1980-Q3,66.80317
USA,1980-Q4,67.00845
USA,1981-Q1,67.2924
USA,1981-Q2,67.3586
USA,1981-Q3,67.01641
USA,1981-Q4,66.58009
USA,1982-Q1,66.26194
USA,1982-Q2,65.89381
USA,1982-Q3,65.65376
USA,1982-Q4,65.17588
USA,1983-Q1,65.29916
USA,1983-Q2,65.48594
USA,1983-Q3,66.42292
USA,1983-Q4,66.88857
USA,1984-Q1,67.49321
USA,1984-Q2,68.23924
USA,1984-Q3,68.32079
USA,1984-Q4,68.49641
USA,1985-Q1,68.85631
USA,1985-Q2,68.85451
USA,1985-Q3,69.01067
USA,1985-Q4,69.29602
USA,1986-Q1,69.37447
USA,1986-Q2,69.49977
USA,1986-Q3,69.84251
USA,1986-Q4,70.0122
USA,1987-Q1,70.25002
USA,1987-Q2,70.63955
USA,1987-Q3,70.90392
USA,1987-Q4,71.18745
USA,1988-Q1,71.32487
USA,1988-Q2,71.4804
USA,1988-Q3,71.76237
USA,1988-Q4,72.03646
USA,1989-Q1,72.32994
USA,1989-Q2,72.43522
USA,1989-Q3,72.59808
USA,1989-Q4,72.63942
USA,1990-Q1,72.47086
USA,1990-Q2,72.41302
USA,1990-Q3,72.11735
USA,1990-Q4,71.69675
USA,1991-Q1,71.21091
USA,1991-Q2,71.04332
USA,1991-Q3,70.90152
USA,1991-Q4,70.69736
USA,1992-Q1,70.73445
USA,1992-Q2,70.87807
USA,1992-Q3,70.93
USA,1992-Q4,70.69331
USA,1993-Q1,70.93882
USA,1993-Q2,71.15804
USA,1993-Q3,71.30737
USA,1993-Q4,71.4223
USA,1994-Q1,71.59991
USA,1994-Q2,71.81441
USA,1994-Q3,72.06712
USA,1994-Q4,72.56
USA,1995-Q1,72.65334
USA,1995-Q2,72.48775
USA,1995-Q3,72.50717
USA,1995-Q4,72.48061
USA,1996-Q1,72.48689
USA,1996-Q2,72.69515
USA,1996-Q3,73.0634
USA,1996-Q4,73.19653
USA,1997-Q1,73.1647
USA,1997-Q2,73.42507
USA,1997-Q3,73.69189
USA,1997-Q4,73.74453
USA,1998-Q1,73.75885
USA,1998-Q2,73.84906
USA,1998-Q3,73.82848
USA,1998-Q4,73.94226
USA,1999-Q1,73.98436
USA,1999-Q2,73.90034
USA,1999-Q3,73.87936
USA,1999-Q4,74.02797
USA,2000-Q1,74.25294
USA,2000-Q2,74.27099
USA,2000-Q3,73.86167
USA,2000-Q4,73.97543
USA,2001-Q1,73.91589
USA,2001-Q2,73.36482
USA,2001-Q3,72.82896
USA,2001-Q4,72.34004
USA,2002-Q1,72.17554
USA,2002-Q2,71.92166
USA,2002-Q3,71.89262
USA,2002-Q4,71.66727
USA,2003-Q1,71.50172
USA,2003-Q2,71.28
USA,2003-Q3,70.98017
USA,2003-Q4,71.09478
USA,2004-Q1,71.17088
USA,2004-Q2,71.1481
USA,2004-Q3,71.2384
USA,2004-Q4,71.29902
USA,2005-Q1,71.27804
USA,2005-Q2,71.47642
USA,2005-Q3,71.70853
USA,2005-Q4,71.63393
USA,2006-Q1,71.75921
USA,2006-Q2,71.89397
USA,2006-Q3,72.06103
USA,2006-Q4,72.24516
USA,2007-Q1,72.02778
USA,2007-Q2,71.74779
USA,2007-Q3,71.67939
USA,2007-Q4,71.63455
USA,2008-Q1,71.51144
USA,2008-Q2,71.2439
USA,2008-Q3,70.7145
USA,2008-Q4,69.94973
USA,2009-Q1,68.67546
USA,2009-Q2,67.90959
USA,2009-Q3,67.29774
USA,2009-Q4,66.58109
USA,2010-Q1,66.74717
USA,2010-Q2,66.77158
USA,2010-Q3,66.70904
USA,2010-Q4,66.45042
USA,2011-Q1,66.65712
USA,2011-Q2,66.50212
USA,2011-Q3,66.58959
USA,2011-Q4,66.77162
USA,2012-Q1,66.95708
USA,2012-Q2,67.04307
USA,2012-Q3,67.12682
USA,2012-Q4,67.35339
USA,2013-Q1,67.23036
USA,2013-Q2,67.31705
USA,2013-Q3,67.45958
USA,2013-Q4,67.38164
USA,2014-Q1,67.77864
USA,2014-Q2,68.04194
USA,2014-Q3,68.21681
USA,2014-Q4,68.52848
USA,2015-Q1,68.50195
USA,2015-Q2,68.72018
USA,2015-Q3,68.68494
USA,2015-Q4,68.91057
USA,2016-Q1,69.24376
USA,2016-Q2,69.20928
USA,2016-Q3,69.35987
USA,2016-Q4,69.5202
USA,2017-Q1,69.79649
USA,2017-Q2,70.06271
USA,2017-Q3,70.26712
USA,2017-Q4,70.2944
USA,2018-Q1,70.49319
USA,2018-Q2,70.6484
USA,2018-Q3,70.73398
USA,2018-Q4,70.97787
USA,2019-Q1,71.05521
USA,2019-Q2,71.17648
USA,2019-Q3,71.46177
USA,2019-Q4,71.70152
USA,2020-Q1,71.36304
USA,2020-Q2,62.39649
USA,2020-Q3,66.37762
USA,2020-Q4,67.89215
USA,2021-Q1,68.41918
USA,2021-Q2,68.90865
USA,2021-Q3,69.75601
USA,2021-Q4,70.56065
USA,2022-Q1,70.95272
USA,2022-Q2,71.26403
USA,2022-Q3,71.40534
USA,2022-Q4,71.4153
USA,2023-Q1,71.77566
USA,2023-Q2,71.96054
USA,2023-Q3,72.01888
USA,2023-Q4,71.9778
CHL,2005-Q1,54.40066
CHL,2005-Q2,54.44136
CHL,2005-Q3,54.34138
CHL,2005-Q4,54.59095
CHL,2006-Q1,55.17082
CHL,2006-Q2,55.37599
CHL,2006-Q3,55.43133
CHL,2006-Q4,56.00383
CHL,2007-Q1,56.34555
CHL,2007-Q2,56.37976
CHL,2007-Q3,56.00539
CHL,2007-Q4,56.58241
CHL,2008-Q1,57.25577
CHL,2008-Q2,57.20519
CHL,2008-Q3,57.28713
CHL,2008-Q4,57.29142
CHL,2009-Q1,56.27818
CHL,2009-Q2,55.73332
CHL,2009-Q3,55.87755
CHL,2009-Q4,56.35186
CHL,2010-Q1,58.95787
CHL,2010-Q2,59.6163
CHL,2010-Q3,60.70399
CHL,2010-Q4,61.10744
CHL,2011-Q1,61.55797
CHL,2011-Q2,62.40314
CHL,2011-Q3,62.13583
CHL,2011-Q4,62.06034
CHL,2012-Q1,62.5815
CHL,2012-Q2,62.59501
CHL,2012-Q3,62.93595
CHL,2012-Q4,62.48433
CHL,2013-Q1,62.96902
CHL,2013-Q2,63.26729
CHL,2013-Q3,63.13888
CHL,2013-Q4,63.21434
CHL,2014-Q1,63.27157
CHL,2014-Q2,63.46609
CHL,2014-Q3,63.10339
CHL,2014-Q4,63.09388
CHL,2015-Q1,63.21428
CHL,2015-Q2,63.39048
CHL,2015-Q3,63.78196
CHL,2015-Q4,63.5978
CHL,2016-Q1,63.143
CHL,2016-Q2,63.32213
CHL,2016-Q3,63.57557
CHL,2016-Q4,63.32975
CHL,2017-Q1,63.29017
CHL,2017-Q2,63.85352
CHL,2017-Q3,64.27701
CHL,2017-Q4,64.18296
CHL,2018-Q1,64.16177
CHL,2018-Q2,64.40103
CHL,2018-Q3,63.75857
CHL,2018-Q4,64.05551
CHL,2019-Q1,63.70284
CHL,2019-Q2,64.26144
CHL,2019-Q3,64.51741
CHL,2019-Q4,63.88617
CHL,2020-Q1,63.17179
CHL,2020-Q2,51.23848
CHL,2020-Q3,52.60914
CHL,2020-Q4,56.38692
CHL,2021-Q1,57.3783
CHL,2021-Q2,57.07251
CHL,2021-Q3,59.08845
CHL,2021-Q4,60.33676
CHL,2022-Q1,61.52827
CHL,2022-Q2,62.10258
CHL,2022-Q3,62.11579
CHL,2022-Q4,61.96818
CHL,2023-Q1,62.34684
CHL,2023-Q2,63.12025
CHL,2023-Q3,62.8438
EST,2000-Q1,59.58578
EST,2000-Q2,60.94443
EST,2000-Q3,60.55774
EST,2000-Q4,59.99264
EST,2001-Q1,60.12241
EST,2001-Q2,60.77932
EST,2001-Q3,61.96704
EST,2001-Q4,61.4602
EST,2002-Q1,61.09154
EST,2002-Q2,61.57651
EST,2002-Q3,61.53005
EST,2002-Q4,61.10823
EST,2003-Q1,61.83889
EST,2003-Q2,62.53241
EST,2003-Q3,63.6369
EST,2003-Q4,63.84103
EST,2004-Q1,63.48733
EST,2004-Q2,63.33897
EST,2004-Q3,62.76983
EST,2004-Q4,62.8777
EST,2005-Q1,63.98173
EST,2005-Q2,65.14344
EST,2005-Q3,64.53651
EST,2005-Q4,65.69772
EST,2006-Q1,67.6328
EST,2006-Q2,69.08283
EST,2006-Q3,68.19662
EST,2006-Q4,68.74133
EST,2007-Q1,69.07504
EST,2007-Q2,70.13586
EST,2007-Q3,70.42564
EST,2007-Q4,69.37706
EST,2008-Q1,70.24913
EST,2008-Q2,70.15253
EST,2008-Q3,70.14323
EST,2008-Q4,69.74608
EST,2009-Q1,65.95047
EST,2009-Q2,64.90105
EST,2009-Q3,63.66759
EST,2009-Q4,62.30226
EST,2010-Q1,60.08769
EST,2010-Q2,60.68
EST,2010-Q3,62.66922
EST,2010-Q4,64.08408
EST,2011-Q1,63.92826
EST,2011-Q2,65.2552
EST,2011-Q3,67.19246
EST,2011-Q4,66.56718
EST,2012-Q1,67.0284
EST,2012-Q2,68.05673
EST,2012-Q3,68.70011
EST,2012-Q4,68.19559
EST,2013-Q1,68.63999
EST,2013-Q2,70.11147
EST,2013-Q3,69.05478
EST,2013-Q4,68.88757
EST,2014-Q1,68.95774
EST,2014-Q2,70.47364
EST,2014-Q3,70.5761
EST,2014-Q4,71.06127
EST,2015-Q1,70.26076
EST,2015-Q2,71.56246
EST,2015-Q3,73.18994
EST,2015-Q4,71.79509
EST,2016-Q1,70.29249
EST,2016-Q2,73.37823
EST,2016-Q3,72.86808
EST,2016-Q4,71.57298
EST,2017-Q1,73.60969
EST,2017-Q2,73.18995
EST,2017-Q3,74.12871
EST,2017-Q4,75.08234
EST,2018-Q1,73.86436
EST,2018-Q2,74.49116
EST,2018-Q3,74.20245
EST,2018-Q4,75.12684
EST,2019-Q1,74.24515
EST,2019-Q2,74.37679
EST,2019-Q3,75.71098
EST,2019-Q4,76.10151
EST,2020-Q1,74.79109
EST,2020-Q2,72.18946
EST,2020-Q3,73.28611
EST,2020-Q4,73.71099
EST,2021-Q1,73.53384
EST,2021-Q2,72.88033
EST,2021-Q3,74.46467
EST,2021-Q4,75.11175
EST,2022-Q1,76.29717
EST,2022-Q2,76.16175
EST,2022-Q3,76.35577
EST,2022-Q4,76.84144
EST,2023-Q1,76.48639
EST,2023-Q2,76.53849
EST,2023-Q3,76.07489
ISR,1995-Q1,56.25586
ISR,1995-Q2,56.51836
ISR,1995-Q3,56.74692
ISR,1995-Q4,56.53396
ISR,1996-Q1,56.36441
ISR,1996-Q2,56.74913
ISR,1996-Q3,56.39846
ISR,1996-Q4,55.94384
ISR,1997-Q1,55.88108
ISR,1997-Q2,55.97228
ISR,1997-Q3,55.58205
ISR,1997-Q4,55.37268
ISR,1998-Q1,55.55899
ISR,1998-Q2,54.75854
ISR,1998-Q3,55.35046
ISR,1998-Q4,55.26494
ISR,1999-Q1,55.31675
ISR,1999-Q2,55.13504
ISR,1999-Q3,55.3611
ISR,1999-Q4,56.0605
ISR,2000-Q1,55.69119
ISR,2000-Q2,56.2749
ISR,2000-Q3,56.33674
ISR,2000-Q4,56.00438
ISR,2001-Q1,55.85937
ISR,2001-Q2,55.81721
ISR,2001-Q3,55.76379
ISR,2001-Q4,54.819
ISR,2002-Q1,54.89688
ISR,2002-Q2,54.62809
ISR,2002-Q3,54.6306
ISR,2002-Q4,55.07424
ISR,2003-Q1,54.8335
ISR,2003-Q2,54.65598
ISR,2003-Q3,54.94355
ISR,2003-Q4,55.48483
ISR,2004-Q1,55.54826
ISR,2004-Q2,55.55364
ISR,2004-Q3,55.75999
ISR,2004-Q4,55.8115
ISR,2005-Q1,56.30405
ISR,2005-Q2,56.58496
ISR,2005-Q3,56.64585
ISR,2005-Q4,57.29629
ISR,2006-Q1,57.06282
ISR,2006-Q2,57.65908
ISR,2006-Q3,57.62113
ISR,2006-Q4,57.88453
ISR,2007-Q1,58.51684
ISR,2007-Q2,58.98199
ISR,2007-Q3,59.25274
ISR,2007-Q4,59.02209
ISR,2008-Q1,60.00135
ISR,2008-Q2,60.06408
ISR,2008-Q3,59.52131
ISR,2008-Q4,59.72697
ISR,2009-Q1,59.47644
ISR,2009-Q2,59.09364
ISR,2009-Q3,59.0868
ISR,2009-Q4,59.19567
ISR,2010-Q1,59.26575
ISR,2010-Q2,60.22796
ISR,2010-Q3,60.3257
ISR,2010-Q4,60.83028
ISR,2011-Q1,60.76044
ISR,2011-Q2,61.13394
ISR,2011-Q3,61.22466
ISR,2011-Q4,61.49828
ISR,2012-Q1,65.95889
ISR,2012-Q2,66.3949
ISR,2012-Q3,66.98909
ISR,2012-Q4,66.65148
ISR,2013-Q1,66.89517
ISR,2013-Q2,66.87395
ISR,2013-Q3,67.23578
ISR,2013-Q4,67.2664
ISR,2014-Q1,67.94769
ISR,2014-Q2,67.78921
ISR,2014-Q3,67.66048
ISR,2014-Q4,68.0563
ISR,2015-Q1,67.89792
ISR,2015-Q2,68.3241
ISR,2015-Q3,68.54462
ISR,2015-Q4,68.50928
ISR,2016-Q1,68.12575
ISR,2016-Q2,68.72932
ISR,2016-Q3,68.72681
ISR,2016-Q4,68.78796
ISR,2017-Q1,68.88778
ISR,2017-Q2,69.00317
ISR,2017-Q3,69.13168
ISR,2017-Q4,69.13132
ISR,2018-Q1,69.12273
ISR,2018-Q2,68.989
ISR,2018-Q3,69.05426
ISR,2018-Q4,68.93625
ISR,2019-Q1,69.25401
ISR,2019-Q2,69.01047
ISR,2019-Q3,68.80279
ISR,2019-Q4,68.62926
ISR,2020-Q1,68.53218
ISR,2020-Q2,66.64864
ISR,2020-Q3,66.12542
ISR,2020-Q4,65.83088
ISR,2021-Q1,65.28133
ISR,2021-Q2,65.714
ISR,2021-Q3,67.12276
ISR,2021-Q4,68.26851
ISR,2022-Q1,69.0685
ISR,2022-Q2,69.07442
ISR,2022-Q3,69.54559
ISR,2022-Q4,69.03702
ISR,2023-Q1,70.17688
ISR,2023-Q2,70.17545
ISR,2023-Q3,69.99854
SVN,1999-Q1,62.27492
SVN,1999-Q2,62.38001
SVN,1999-Q3,61.95286
SVN,1999-Q4,62.12201
SVN,2000-Q1,62.11891
SVN,2000-Q2,62.48549
SVN,2000-Q3,63.40491
SVN,2000-Q4,63.30103
SVN,2001-Q1,63.73252
SVN,2001-Q2,63.3608
SVN,2001-Q3,64.42924
SVN,2001-Q4,63.69827
SVN,2002-Q1,64.51485
SVN,2002-Q2,64.08062
SVN,2002-Q3,62.67928
SVN,2002-Q4,62.47449
SVN,2003-Q1,62.6809
SVN,2003-Q2,62.28661
SVN,2003-Q3,61.73469
SVN,2003-Q4,63.53072
SVN,2004-Q1,64.46694
SVN,2004-Q2,65.42506
SVN,2004-Q3,66.06341
SVN,2004-Q4,65.18873
SVN,2005-Q1,65.94121
SVN,2005-Q2,65.73303
SVN,2005-Q3,65.80481
SVN,2005-Q4,66.33722
SVN,2006-Q1,66.73712
SVN,2006-Q2,66.89896
SVN,2006-Q3,66.38535
SVN,2006-Q4,66.27369
SVN,2007-Q1,66.80905
SVN,2007-Q2,68.16347
SVN,2007-Q3,68.23823
SVN,2007-Q4,67.8708
SVN,2008-Q1,67.90482
SVN,2008-Q2,68.19833
SVN,2008-Q3,69.27701
SVN,2008-Q4,68.92123
SVN,2009-Q1,66.72086
SVN,2009-Q2,67.25639
SVN,2009-Q3,67.42405
SVN,2009-Q4,66.87114
SVN,2010-Q1,66.2132
SVN,2010-Q2,65.89132
SVN,2010-Q3,65.04192
SVN,2010-Q4,65.11674
SVN,2011-Q1,63.84282
SVN,2011-Q2,63.81837
SVN,2011-Q3,63.80547
SVN,2011-Q4,63.87528
SVN,2012-Q1,64.11032
SVN,2012-Q2,63.26157
SVN,2012-Q3,63.35506
SVN,2012-Q4,63.59293
SVN,2013-Q1,62.80301
SVN,2013-Q2,62.51128
SVN,2013-Q3,63.18119
SVN,2013-Q4,62.57996
SVN,2014-Q1,62.85523
SVN,2014-Q2,63.76233
SVN,2014-Q3,63.38433
SVN,2014-Q4,63.50824
SVN,2015-Q1,63.83104
SVN,2015-Q2,64.77798
SVN,2015-Q3,65.36771
SVN,2015-Q4,64.71307
SVN,2016-Q1,64.40287
SVN,2016-Q2,65.50631
SVN,2016-Q3,65.27042
SVN,2016-Q4,66.24519
SVN,2017-Q1,67.4722
SVN,2017-Q2,68.33135
SVN,2017-Q3,69.26428
SVN,2017-Q4,69.73014
SVN,2018-Q1,69.75047
SVN,2018-Q2,70.41411
SVN,2018-Q3,70.96828
SVN,2018-Q4,71.20018
SVN,2019-Q1,71.36901
SVN,2019-Q2,71.84366
SVN,2019-Q3,71.05055
SVN,2019-Q4,70.91736
SVN,2020-Q1,71.33114
SVN,2020-Q2,69.36434
SVN,2020-Q3,69.49731
SVN,2020-Q4,70.08356
SVN,2021-Q1,69.0099
SVN,2021-Q2,71.66135
SVN,2021-Q3,72.76968
SVN,2021-Q4,72.32975
SVN,2022-Q1,73.16373
SVN,2022-Q2,72.98179
SVN,2022-Q3,73.42899
SVN,2022-Q4,72.94357
SVN,2023-Q1,72.00397
SVN,2023-Q2,72.8764
SVN,2023-Q3,72.27263
ZAF,2000-Q3,45.67535
ZAF,2001-Q1,45.82233
ZAF,2001-Q3,42.35324
ZAF,2002-Q1,43.14854
ZAF,2002-Q3,42.52173
ZAF,2003-Q1,41.18478
ZAF,2003-Q3,41.83663
ZAF,2004-Q1,41.00368
ZAF,2004-Q3,42.1753
ZAF,2005-Q1,42.64325
ZAF,2005-Q3,44.10123
ZAF,2006-Q1,44.45079
ZAF,2006-Q3,45.33969
ZAF,2007-Q1,44.11083
ZAF,2007-Q3,44.74255
ZAF,2008-Q1,45.91755
ZAF,2008-Q2,46.05061
ZAF,2008-Q3,45.66397
ZAF,2008-Q4,46.02818
ZAF,2009-Q1,45.57705
ZAF,2009-Q2,44.49748
ZAF,2009-Q3,42.64938
ZAF,2009-Q4,42.75733
ZAF,2010-Q1,42.23478
ZAF,2010-Q2,42.0394
ZAF,2010-Q3,41.32923
ZAF,2010-Q4,41.74334
ZAF,2011-Q1,41.76675
ZAF,2011-Q2,41.62872
ZAF,2011-Q3,41.99132
ZAF,2011-Q4,42.2905
ZAF,2012-Q1,42.13198
ZAF,2012-Q2,42.04904
ZAF,2012-Q3,42.55063
ZAF,2012-Q4,42.10262
ZAF,2013-Q1,42.18976
ZAF,2013-Q2,42.35365
ZAF,2013-Q3,43.15208
ZAF,2013-Q4,43.21231
ZAF,2014-Q1,42.87752
ZAF,2014-Q2,42.74401
ZAF,2014-Q3,42.61924
ZAF,2014-Q4,42.8552
ZAF,2015-Q1,43.28701
ZAF,2015-Q2,43.5448
ZAF,2015-Q3,43.84983
ZAF,2015-Q4,44.03922
ZAF,2016-Q1,43.11767
ZAF,2016-Q2,42.46008
ZAF,2016-Q3,43.11987
ZAF,2016-Q4,43.43789
ZAF,2017-Q1,43.83759
ZAF,2017-Q2,43.20917
ZAF,2017-Q3,43.37724
ZAF,2017-Q4,43.00036
ZAF,2018-Q1,43.53093
ZAF,2018-Q2,42.97449
ZAF,2018-Q3,43.2003
ZAF,2018-Q4,43.28225
ZAF,2019-Q1,42.59069
ZAF,2019-Q2,42.2587
ZAF,2019-Q3,42.49326
ZAF,2019-Q4,42.49898
ZAF,2020-Q1,42.28193
ZAF,2020-Q2,36.02454
ZAF,2020-Q3,37.50836
ZAF,2020-Q4,38.33858
ZAF,2021-Q1,38.13126
ZAF,2021-Q2,37.57269
ZAF,2021-Q3,35.96875
ZAF,2021-Q4,36.46206
ZAF,2022-Q1,37.35059
ZAF,2022-Q2,38.60741
ZAF,2022-Q3,39.12471
ZAF,2022-Q4,39.383
ZAF,2023-Q1,39.99789
ZAF,2023-Q2,40.04111
ZAF,2023-Q3,40.97974
COL,2007-Q1,59.18805
COL,2007-Q2,60.01251
COL,2007-Q3,60.26922
COL,2007-Q4,60.52096
COL,2008-Q1,61.04154
COL,2008-Q2,60.5672
COL,2008-Q3,60.40239
COL,2008-Q4,58.85277
COL,2009-Q1,61.00982
COL,2009-Q2,62.56213
COL,2009-Q3,61.88174
COL,2009-Q4,62.65082
COL,2010-Q1,63.05062
COL,2010-Q2,63.0816
COL,2010-Q3,63.90167
COL,2010-Q4,63.38546
COL,2011-Q1,64.14517
COL,2011-Q2,64.17349
COL,2011-Q3,64.89488
COL,2011-Q4,66.09601
COL,2012-Q1,66.24914
COL,2012-Q2,66.32066
COL,2012-Q3,65.82497
COL,2012-Q4,65.67642
COL,2013-Q1,65.5572
COL,2013-Q2,66.26281
COL,2013-Q3,66.66487
COL,2013-Q4,66.3858
COL,2014-Q1,66.29897
COL,2014-Q2,66.82534
COL,2014-Q3,66.9081
COL,2014-Q4,66.81502
COL,2015-Q1,66.99564
COL,2015-Q2,67.55326
COL,2015-Q3,67.35557
COL,2015-Q4,67.65091
COL,2016-Q1,66.79213
COL,2016-Q2,67.53156
COL,2016-Q3,66.81504
COL,2016-Q4,67.00813
COL,2017-Q1,66.78016
COL,2017-Q2,67.81226
COL,2017-Q3,66.83025
COL,2017-Q4,66.32691
COL,2018-Q1,66.05885
COL,2018-Q2,67.42865
COL,2018-Q3,66.80045
COL,2018-Q4,65.53336
COL,2019-Q1,65.57693
COL,2019-Q2,66.24593
COL,2019-Q3,64.93301
COL,2019-Q4,64.7338
COL,2020-Q1,63.12603
COL,2020-Q2,52.16652
COL,2020-Q3,56.34599
COL,2020-Q4,59.71349
COL,2021-Q1,57.2136
COL,2021-Q2,57.62508
COL,2021-Q3,58.21463
COL,2021-Q4,58.35036
COL,2022-Q1,60.76748
COL,2022-Q2,62.35027
COL,2022-Q3,61.9943
COL,2022-Q4,61.25765
COL,2023-Q1,62.33125
COL,2023-Q2,63.83022
COL,2023-Q3,63.72281
COL,2023-Q4,62.0046
LVA,2002-Q1,58.35804
LVA,2002-Q2,59.91259
LVA,2002-Q3,60.4763
LVA,2002-Q4,60.99664
LVA,2003-Q1,60.59153
LVA,2003-Q2,60.63219
LVA,2003-Q3,61.38045
LVA,2003-Q4,60.45506
LVA,2004-Q1,60.81841
LVA,2004-Q2,60.74508
LVA,2004-Q3,61.28568
LVA,2004-Q4,61.249
LVA,2005-Q1,60.97728
LVA,2005-Q2,62.20335
LVA,2005-Q3,62.04746
LVA,2005-Q4,63.27558
LVA,2006-Q1,64.01485
LVA,2006-Q2,65.83732
LVA,2006-Q3,67.02328
LVA,2006-Q4,66.74684
LVA,2007-Q1,66.47098
LVA,2007-Q2,67.67873
LVA,2007-Q3,68.64681
LVA,2007-Q4,69.73606
LVA,2008-Q1,69.30283
LVA,2008-Q2,69.21611
LVA,2008-Q3,68.08095
LVA,2008-Q4,66.18473
LVA,2009-Q1,63.61202
LVA,2009-Q2,60.46505
LVA,2009-Q3,58.56357
LVA,2009-Q4,57.5629
LVA,2010-Q1,57.01789
LVA,2010-Q2,57.57786
LVA,2010-Q3,59.16152
LVA,2010-Q4,59.03842
LVA,2011-Q1,59.16018
LVA,2011-Q2,60.38277
LVA,2011-Q3,61.23819
LVA,2011-Q4,61.6212
LVA,2012-Q1,61.17981
LVA,2012-Q2,62.30303
LVA,2012-Q3,63.94736
LVA,2012-Q4,63.82959
LVA,2013-Q1,64.22026
LVA,2013-Q2,64.63064
LVA,2013-Q3,65.51472
LVA,2013-Q4,65.00417
LVA,2014-Q1,65.79227
LVA,2014-Q2,66.34405
LVA,2014-Q3,66.12184
LVA,2014-Q4,66.31807
LVA,2015-Q1,66.89014
LVA,2015-Q2,68.16932
LVA,2015-Q3,68.47763
LVA,2015-Q4,68.73492
LVA,2016-Q1,68.27464
LVA,2016-Q2,68.61687
LVA,2016-Q3,68.61574
LVA,2016-Q4,68.72576
LVA,2017-Q1,68.74174
LVA,2017-Q2,69.70542
LVA,2017-Q3,70.69508
LVA,2017-Q4,70.8387
LVA,2018-Q1,70.96156
LVA,2018-Q2,71.67029
LVA,2018-Q3,72.55789
LVA,2018-Q4,71.64845
LVA,2019-Q1,71.49863
LVA,2019-Q2,71.95893
LVA,2019-Q3,72.86597
LVA,2019-Q4,72.63694
LVA,2020-Q1,71.59346
LVA,2020-Q2,71.4061
LVA,2020-Q3,71.45415
LVA,2020-Q4,71.37327
LVA,2021-Q1,68.8066
LVA,2021-Q2,69.58942
LVA,2021-Q3,70.88215
LVA,2021-Q4,70.22524
LVA,2022-Q1,70.55293
LVA,2022-Q2,71.49818
LVA,2022-Q3,71.86457
LVA,2022-Q4,71.31218
LVA,2023-Q1,70.87501
LVA,2023-Q2,71.77139
LVA,2023-Q3,71.90705
LTU,2005-Q1,62.34524
LTU,2005-Q2,62.76084
LTU,2005-Q3,62.95884
LTU,2005-Q4,63.38793
LTU,2006-Q1,63.5991
LTU,2006-Q2,63.76434
LTU,2006-Q3,63.62082
LTU,2006-Q4,63.44616
LTU,2007-Q1,64.31672
LTU,2007-Q2,65.43449
LTU,2007-Q3,65.89786
LTU,2007-Q4,64.39645
LTU,2008-Q1,64.19362
LTU,2008-Q2,64.73804
LTU,2008-Q3,64.91948
LTU,2008-Q4,63.75486
LTU,2009-Q1,61.05098
LTU,2009-Q2,60.34411
LTU,2009-Q3,59.88598
LTU,2009-Q4,58.1452
LTU,2010-Q1,57.05428
LTU,2010-Q2,56.87917
LTU,2010-Q3,57.78232
LTU,2010-Q4,58.51491
LTU,2011-Q1,59.30133
LTU,2011-Q2,60.21592
LTU,2011-Q3,60.41549
LTU,2011-Q4,60.84047
LTU,2012-Q1,61.13929
LTU,2012-Q2,62.02593
LTU,2012-Q3,62.58879
LTU,2012-Q4,62.34254
LTU,2013-Q1,62.97307
LTU,2013-Q2,63.75555
LTU,2013-Q3,63.87267
LTU,2013-Q4,64.3671
LTU,2014-Q1,64.92314
LTU,2014-Q2,65.27612
LTU,2014-Q3,66.43292
LTU,2014-Q4,66.09431
LTU,2015-Q1,66.3556
LTU,2015-Q2,66.99468
LTU,2015-Q3,67.51586
LTU,2015-Q4,68.04727
LTU,2016-Q1,68.62695
LTU,2016-Q2,69.49169
LTU,2016-Q3,69.67244
LTU,2016-Q4,69.74239
LTU,2017-Q1,69.54277
LTU,2017-Q2,70.50525
LTU,2017-Q3,70.54356
LTU,2017-Q4,71.04478
LTU,2018-Q1,71.16051
LTU,2018-Q2,71.99931
LTU,2018-Q3,73.63346
LTU,2018-Q4,72.87614
LTU,2019-Q1,72.91399
LTU,2019-Q2,73.06818
LTU,2019-Q3,72.9875
LTU,2019-Q4,72.98779
LTU,2020-Q1,72.71886
LTU,2020-Q2,71.43915
LTU,2020-Q3,70.78065
LTU,2020-Q4,71.51134
LTU,2021-Q1,71.15597
LTU,2021-Q2,71.82259
LTU,2021-Q3,73.16212
LTU,2021-Q4,73.62151
LTU,2022-Q1,72.93665
LTU,2022-Q2,74.07437
LTU,2022-Q3,74.83221
LTU,2022-Q4,73.1666
LTU,2023-Q1,72.42986
LTU,2023-Q2,73.50076
